text,sentiment
"sen dönem yaşa hız yüksel ardından piyasa kar sat gözle cuma gün dalgalı seyir izle UNK endeks gün %0,15 kayıp seviye tamamla sen dönem yaşa yüksel lider et banka endeks cuma gün %1,54 kar sat karşılaş gör suşi endeks ise %0,23 art kaydet genel ol bak ise temmuz orta seviye başla yüksel gün yaklaşık %21 getiri ardından bölge kısa vade direnç yaklaş ol düşün devam et keza hafta sen gün seans iç grafik fiyat momentum gösterge ara oluş negatif uyum ardından kademe düzel eğilim etki ol gör ön süreç bölge alt hisse baz yoğun realizasyon hareket devam et inan aşağı yön ilk önem destek bölge ol aralık ana destek ol bölge izle devam et",neg
direnç nokta oluş aşağı baskı devam et piyasa seans iç yukarı atak zayıf kal yeniden sat karşılaş gözlemle gün oran değer kayıp tamamla piyasa gün içeri seviye ilk önem destek nokta ol izle sür destek koru çaba sürdür ol piyasa seviye alt seyir iş sıra risk gündem getir göz ön bulun yukarı iş düzel hareket başla direnç konum dönüş seviye kritik teknik nokta ol al endeks sat baskı kurtul yeniden yukarı hareket başla direnç as gerek durum yeniden direnç testi et atak oluş dolayısıyla piyasa hareket aşama alt aşağı yön izle sür yeniden yüksel yön pozisyon al direnç as gerek düşün destek direnç -,neg
endeks seviye oluş geri çek dün seans iç kritik nokta ol izle destek koru çaba hareket gözlemle gün oran hafif değer kayıp tamamla piyasa seans iç geri çek seviye ilk önem destek nokta ol izle sür endeks tepki süreç güç koru destek üzeri tutun gerek durum ilk etap ol üzere seviye hedefle yukarı potansiyel devam et düşün alt hareket iş geç hafta başla tepki süreç içeri ilk önem zayıfla sinyal oluş böyle geliş iş piyasa yeniden baskı oluş göz ön bulun durum iş aşağı ilk etap ol üzere ana destek baskı alt kal dolayısıyla destek gün içeri önem koru piyasa seviye aynı zaman tepki süreç yönelik pozisyon stop ross nokta ol alın öner destek direnç,neg
tepki alım kısa vade yeni yüksel trend başla direnç as gerek zirve nokta başla kısa vade düş trend içeri aşağı hareket geç hafta sert sat baskı ardından ara destek üzeri tepki yüksel gerçek sen iki işlem gün oluş tepki yüksel rağmen hafta oran sert değer kayıp tamamla piyasa yeni hafta tepki süreç sür çaba başla kapsam seviye bulun trend direnç önem ol düşün endeks ocak tarih başla kısa vade düş trend tamamla yeni yüksel hareket başla direnç as gerek durum ilk etap ol üzere seviye asma deneme gündem gel geri çek iş ilk iş alt nokta daha güç destek konum sür çerçeve üzeri seyir hafta içeri piyasa yüksel eğilim devam getir,neg
tedbir etki UNK sert yüksel kahramanmaraş merkez deprem ardından ilk iki gün işlem yap sonra iş işlem gün boyunca kapa borsa istanbul dün yeniden işle aç sermaye piyasa kurulu borsa istanbul banka düzenle denetle kurum gel tedbir etki özellikle salı gün yaşa sert sat ardından piyasa hafta ilk işlem gün sert yüksel başla gör gün oran değer artı tamamla başar piyasa seviye yukarı hareket kapsam ilk önem direnç bölge ol izle sür endeks tepki hareket ön dönem yönelik ol güç kan direnç as gerek durum yukarı seviye hedefle hareket gündem gel geri çek iş ara iş ana destek konum sür,neg
aşağı hareket sür kısa vade teknik yapı içeri önem teknik seviye ol izle direnç oluş aşağı baskı devam et kapsam dün seans içeri ilk önem destek ol al seviye alt gerile piyasa gün oran değer kayıp puan tamamla direnç oluş aşağı baskı kapsam seviye piyasa kısa vade ana destek nokta ol izle sür endeks üzeri tutun başar hareket ardından ara tepki yüksel gündem gel düşün durum iş ilk önem direnç nokta ol seviye takip et piyasa aşağı baskı içeri tepki yüksel güç kazan ara direnç as gerek durum endeks kısa vade ana direnç nokta ol izle seviye hedefle yukarı atak gündem gel dolayısıyla piyasa genel itibari aşama hareket aralık bant kal devam et bekle,neg
"destek tepki alım etki ol gör çarşamba gün al seyir izle hisse senet piyasa bileşik endeks gün %0,88 art seviye tamamla gör direnç bölge itibaren etki ol sat seyir ardından önem destek ol izle bölge kadar geri çek piyasa seviye itibaren tepki deneme oluş başla gör ön süreç ise bahset tepki çaba öncelik aralık ol üzere bölge doğru devam et ihtimal bulun söyle nokta tepki deneme güç yakın izle öner aşağı yön bak ise ilk önem destek ol bölge izle öner aynı seviye kısa vade uzun pozisyon UNK ol kullan öner",neg
diren alt yatay düzel devam et ilk önem destek seviye hafta ilk gün hafif sat seyir izle UNK endeks gün ilk kayıp seviye tamamla temmuz orta başla %20 ulaş yüksel ardından ilk önem direnç konum bölge itibaren yatay düzle eğilim oluş başla söyle piyasa banka endeks güç seyir devam et gör sınai endeks görece zayıf seyir iş etki sür genel ol bak ise ilk önem destek ol yüksel trend boyunca önem kısa vade trend destek özellik sergile günlük üs ortalama bulun seviye izle ortalama üzeri kal süreç piyasa kısa vade güç koru yatay hisse bazı düzel takiben direnç asma deneme sergile düşün diğer taraf bahset ortalama aşağı yön kır hal ise mevcut düzel süreç miktar derinlik kazan aşağı yön ana destek özellik bölge doğru devam et bekle,neg
eylül tarih direnç nokta başla düzel hareket devam et piyasa dün seans iç destek ol izle seviye alt kapa oluş gözlemle gün oran değer kayıp tamamla piyasa gün içeri seviye artık ilk önem direnç nokta ol izle seans iç zayıf yüksel deneme yeniden aşağı baskı oluş piyasa sıra risk sür göz ön bulun yukarı iş düzel hareket başla direnç konum dönüş seviye kritik teknik nokta ol al devam et endeks sat baskı kurtul yeniden yukarı hareket başla direnç as gerek dolayısıyla piyasa hareket aşama alt aşağı yön izle sür yeniden yüksel yön pozisyon al direnç as gerek düşün devam et destek direnç -,neg
ilk önem destek konum kahramanmaraş merkez deprem ardından sermaye piyasa kurulu borsa istanbul banka düzenle denetle kurum gel tedbir etki önce gün sert yüksel yaşa UNK dün dalgalı seyir hakim ol güç aç ardından gün içeri dalgalı seyir hakim ol piyasa endeks gün oran değer artı tamamla başar en yüksek testi et seviye ardından gün puan tamamla piyasa seans içeri ilk önem destek band ol seviye üzeri dengele çaba hareketlen ol piyasa bölge önem ol düşün destek bant aşağı geç durum iş alt nokta seviye kritik önem ol destek bant koru başar hareket iş piyasa seviye hedefle yukarı atak devam getir,neg
alternatif piyasa olumsuz fiyatla global hisse senet endeks sat baskı olumsuz yandık UNK hafta ilk işlem gün aşağı hareket hakim ol gün oran değer kayıp tamamla piyasa ara destek nokta ol izle seviye üzeri tut çaba hakim ol seans iç yukarı atak zayıf kal gözlemle piyasa ilk önem direnç nokta ol seviye izle endeks yüksel deneme güç kazan direnç as gerek durum ilk etap ol üzere hedef direnç nokta testi et potansiyel gündem gel aşağı ön bak iş seviye seans içeri önem ol düşün ara destek aşağı geç hareket iş endeks seviye bulun alt destek yönelik baskı oluş göz ön bulun destek direnç,neg
"yukarı yön tepki çaba sat karşılaş perşembe gün sat seyir izle hisse senet piyasa bileşik endeks gün %1,81 kayıp seviye tamamla gör önce gün bölge başla yukarı yön toparla çaba yeterince güç piyasa yurtdışı piyasa zayıf seyir de etki sat baskı gün boyunca etki ol söyle yaşa sat netice sen dönem kritik destek aynı zaman kısa vade uzun pozisyon de UNK seviye ol izle seviye alt gel teknik cephe boz sinyal ol yorumla dolayısıyla sen dönem hareket netice yüksel takoz görüntü evril risk ol piyasa yeniden seviye üzeri çık sat yön izle öner aşağı yön bak ise önem destek ol sıra seviye izle öner",neg
piyasa eylül tarih direnç nokta başla düzel hareket devam et sat baskı dün ara destek nokta testi et gözlemle gün oran değer kayıp tamamla piyasa gün içeri seviye ilk önem destek nokta ol izle sür seans iç zayıf yüksel deneme yeniden aşağı baskı oluş piyasa aşama alt nokta destek testi et risk sür göz ön bulun yukarı iş ara düzel hareket başla seviye iş kritik direnç nokta ol al devam et endeks sat baskı kurtul yeniden yukarı atak başla öncelik ara direnç as gerek dolayısıyla piyasa hareket direnç alt aşağı yön izle sür yeniden yüksel yön pozisyon al destek nokta kısa vade taban oluşum yönelik sinyal bekle öner,neg
"hisse senet piyasa üzeri yatay seyir devam et hafta hafif sat seyir başla hisse senet piyasa UNK endeks gün %0,66 kayıp seviye tamamla gör genel ol bak üçgen form iç konsolidasyon süreç devam et ol söyle piyasa daha kısa süreç yönelik ol direnç itibaren etki ol görece düşük hacim düzel eğilim devam et söyle ön süreç yönelik beklenti kabaca bölge destek ol koru hal piyasa yukarı yön toparla çaba devam et şekil nokta ilk önem hedef direnç aralık ol bölge takip et diğer taraf psikolojik sınır üzeri kal hal ise piyasa sen gün yaşa zayıfla eğilim aralık doğru devam et risk bulun söyle paralel bölge kısa vade yönelik uzun pozisyon UNK seviye ol takip et öner",neg
seans iç yüksel deneme zayıf kal sür piyasa zirve nokta başla düzel hareket etki sür gün oran hafif değer artı tamamla piyasa seans iç hareket seviye ilk önem direnç nokta ol izle sür endeks yüksel deneme güç kazan ara direnç as gerek durum ilk etap ol üzere hedef direnç nokta testi et potansiyel gündem gel ancak endeks kısa vade yeni yüksel başla direnç as gerek aşağı ön bak iş seviye seans içeri önem ol düşün ara destek aşağı geç hareket iş endeks seviye bulun alt destek yönelik baskı oluş göz ön bulun destek direnç,neg
"ana direnç konum seviye aşıla takiben etki ol sat seyir dün itibar destek kır devam et gör ön gün bak ise ilk önem destek bölge ol seviye takip et hafta baş itibaren etki ol sat seyir de dikkat alın 1,400 seviye piyasa tepki deneme oluş bekle ancak olası tepki bölge asma başar atak piyasa yeniden sat baskı karşılaş ihtimal yüksek gör aşağı yön ise bölge alt kal hareket oluş hal teknik resim boz daha geniş süreç yay risk art düşün",neg
destek önem koru endeks destek üzeri oluş tepki süreç iki işlem günlük kısa hafta zayıf kal hafta periyot oran değer kayıp gerçek piyasa hafta başla destek kısa vade teknik resim önem koru düşün endeks taban oluşum içeri seyir sür geri çek destek koru gerek durum ilk önem direnç nokta ol izle seviye yönelik yukarı atak oluş düşün endeks tepki süreç yukarı atak yeniden güç kazan ara direnç as gerek düşün durum kısa vade hareket ana direnç nokta ol izle seviye testi et atak gündem gel geri çek iş seviye kısa vade hareket ana destek nokta aynı zaman tepki süreç içeri stop ross nokta ol alın öner alt olası hareket iş yeni sat dalga birlikte risk gündem getir göz ön bulun,neg
tepki süreç içeri geç hafta direnç oluş seans iç geri çek cuma gün alt destek ol izle seviye testi etik gözlemle hafta oran değer artı tamamla piyasa seans iç geri çek seviye ilk önem destek nokta ol izle ilk etap destek koru çalış ol endeks seviye alt hareket iş seviye yönelik baskı sür göz ön bulun alternatif piyasa kur faiz taraf baskı yukarı atak zayıf bırak piyasa banka hisse negatif ayrış dikkat çek endeks yukarı atak yeniden güç kazan ara direnç geç gerek durum piyasa ilk etap ol üzere seviye hedefle yukarı potansiyel oluş düşün destek direnç,neg
UNK yüksel trend içeri hareket sen gün hedef direnç nokta asma deneme zayıf kal gözlemle piyasa destek aşağı kır dün sert düş hareket gerçek gün oran sert değer kayıp devre kes tamamla piyasa seviye bulun destek nokta aşağı kır birlikte endeks düzel sinyal de onayla ol kısa vade teknik resim alt oluş aşağı baskı kapsam seviye geri çek ilk önem destek nokta ol izle destek alt gerile hareket iş piyasa risk gündem getir göz ön bulun endeks yeniden yüksel potansiyel oluş direnç yukarı kır gerek düşün kapsam destek alt olumsuz dön kısa vade teknik yapı içeri destek nokta geri çek yakın izle destek direnç,neg
fi kurum iç çekince rapor yapı kredi banka a ş varlık yönetim bölüm tarafından yapı kredi banka a ş sat ekip yapı kredi banka a ş müşteri hazırla rapor taraf dürüst bak acı düzenle ol al menfaat veya ihtiyaç uygun gözet karşılık maddi menfaat el et beklenti bulun hazırla derlem rapor yer al bilgi veri banka tarafından güven ol inan kaynak derle ol kaynak doğru ayrıca araştır rapor içeri veri değişken göster rapor yatırım genel ol bilgi edin amaç hazırla ol yatırım rapor etkile karar ver bekle ol işbu rapor banka tarafından herhangi garanti ver rapor ticari amaç kullanım sonuç oluş zarar dolayı banka hiçbir sorumluluk üstlen rapor hiç şekil menkul değer sat alın veya sat teklif aracı teklif içer bura yer al yatırım bilgi yorum tavsiye yatırım danışman kapsam değil yatırım danışman hizmet aracı kurum portföy yönetim şirket mevduat kabul et banka müşteri ara imzala yatırım danışman sözleşme çerçeve sun bura yer al yorum tavsiye yorum tavsiye bulun kişisel görüş dayan tavsiye genel nitelik görüş müşteri mali durum risk getiri tercih uygun ol neden sadece bura yer al bilgi dayan yatırım karar ver beklenti uygun sonuç doğur rapor tümü veya kısım yapı kredi banka a ş UNK UNK yazılı izin ol çoğal yayınla üçüncü kişi göster veya ileri kullan üzere şakla,neg
destek önem koru endeks destek üzeri oluş tepki süreç iki işlem günlük kısa hafta zayıf kal hafta periyot oran değer kayıp gerçek piyasa hafta başla destek kısa vade teknik resim önem koru düşün endeks taban oluşum içeri seyir sür geri çek destek koru gerek durum ilk önem direnç nokta ol izle seviye yönelik yukarı atak oluş düşün endeks tepki süreç yukarı atak yeniden güç kazan ara direnç as gerek düşün durum kısa vade hareket ana direnç nokta ol izle seviye testi et atak gündem gel geri çek iş seviye kısa vade hareket ana destek nokta aynı zaman tepki süreç içeri stop ross nokta ol alın öner alt olası hareket iş yeni sat dalga birlikte risk gündem getir göz ön bulun,neg
"düzel hareket ilk önem destek yaklaş cuma gün hafif al seyir izle hisse senet piyasa UNK endeks gün %0,42 yüksel puan seviye tamamla gör sen gün sat seyir ardından gün boyunca dalgalı seyir dengele çaba piyasa banka endeks gerile ol gerçek suşi endeks gün UNK yüksel tamamla gör hafta genel bak ise temmuz orta başla %170 ulaş yüksel ardından banka endeks değer kaybet söyle gösterge UNK en kayıp ol gerçek suşi endeks kayıp sinir kal gör ön süreç bak ise ilk önem direnç bölge ol aralık izle devam et seviye üzeri kal ol hareket piyasa düzel sonlan yönelik önem öncü sinyal ol düşün diğer taraf aşağı yön bak ise mevcut düzel ana destek bölge ol usd bazı grafik de önem destek konum usd seviye takip et seviye mevcut usdtry kur tl baz yaklaşık bölge denk gel",neg
endeks önce gün yaşa sert sat baskı ardından dün tepki alım on plan çık gözlemle destek geri çek banka sektör hisse önder tepki alım oluş piyasa gün sonunda oran değer artı gerçek kısa vade teknik resim alt oluş aşağı baskı kapsam seviye geri çek ilk önem destek nokta ol izle sür endeks üzeri tut çaba ardından oluş yukarı atak yeniden yüksel potansiyel oluş direnç as gerek düşün dolayısıyla kısa vade hareket band ol aşama aralık al piyasa yeniden yüksel yön pozisyon al direnç as gerek düşün destek direnç,neg
beş işlem gün kapalı kal ardından çarşamba gün yeniden aç borsa istanbul geç hafta oran değer artı gerçek gözlemle ön süreç bak iş perşembe gün testi et seviye ardından oluş geri çek kapsam hafta içeri bölge önem destek seviye ol izle sür endeks üzeri dengele başar hareket piyasa seviye yönelik yukarı atak oluş düşün diğer taraf aşağı yön bak sen dönem düş esna kapa baz oldukça başarı destek ol çalış bölge kır iş destek bant yönelik baskı oluş göz ön bulun öner,neg
hafta içeri geri çek seviye ana destek nokta ol izle sür endeks kısa vade teknik yapı içeri kritik direnç nokta ol izle seviye geç hafta aşağı baskı oluş gözlemle hafta periyot oran değer kayıp gerçek bist endeks seans iç yukarı ata aşama zayıf kal dikkat çek hareket aralık ol bant al sür piyasa henüz kısa vade taban oluşum yönelik sinyal bulun seans iç geri çek ana destek yönelik seyir piyasa tepki atak oluş UNK alt olası hareket sat bak derin risk göz ön bulun piyasa yukarı atak ilk önem direnç nokta ol iş seviye al endeks yukarı atak yeniden güç kazan ara direnç nokta as gerek,neg
seans iç yüksel deneme zayıf kal sür çarşamba gün ara direnç nokta alt yatay seyir sür piyasa ilk önem destek konum bulun üzeri tut çaba hakim ol mayıs atatürk anma genç spor bayram tatil ardından hafta sen işlem gün başla ol piyasa seans içeri seviye ilk önem direnç nokta ol izle sür endeks üzeri yüksel deneme yeniden güç kazan ara direnç as gerek durum ilk etap ol üzere hedef direnç nokta testi et potansiyel gündem gel ancak endeks kısa vade yeni yüksel başla direnç as gerek aşağı ön bak iş seviye seans içeri önem ol düşün ara destek aşağı geç hareket iş endeks seviye bulun alt destek yönelik baskı oluş göz ön bulun destek direnç,neg
"piyasa eylül tarih direnç nokta başla aşağı yön düzel hareket devam et hisse senet piyasa geç hafta %1,34 kayıp tamamla gör sen dönem piyasa hareket incele dikkat çek önem nokta endeks tl baz teknik yapı usd baz teknik yapı ciddi fark sergile şekil tl baz teknik resim ila aralık önem destek görev üstlen bölge başla sat baskı ardından ad geçen seviye itibaren piyasa yukarı yön dikkat değer tepki deneme oluş gözük ancak usd baz analiz ise ancak hafta usd bölge başla gerile ardından ilk çeyrek itibaren piyasa iç hareket et bant büyük konsolidasyon süreç ol özellikle de 1,90 yukarı yön as teknik yapı sıra usd seviye hedefle gerile risk bulun dolayısıyla ön kısa dönem kur hareket hisse senet piyasa üzeri etki ol önem faktör ol yakın izle gerek düşün",neg
"düzel hareket aşağı yön derin … pazartesi gün sat seyir izle hisse senet piyasa UNK endeks gün %5,26 kayıp puan seviye tamamla gör genel ol bak ise geçen hafta bölge testi et tl bazı zirve ardından başla aşağı yön düzel eğilim hafta ilk gün aşağı yön ivme kazan gör yaşa sat baskı sonuç hem tl hem de usd bazı grafik önem destek konum seviye aşağı yön kır teknik yapı boz art ol işaret et ön süreç bak artık yukarı yön geliş muhtemel tepki deneme ilk önem direnç ol bölge one çık düşün bölge üzeri kal toparla oluş piyasa aşağı yön düzel süreç dalgalı seyir devam et sürpriz ol nokta ilk önem destek aralık ol bölge takip et öner",neg
endeks önce gün yaşa tepki alım ardından dün kapa doğru yeniden sat baskı hakim ol gün oran değer kayıp tamamla piyasa seans iç yukarı atak zayıf kal gözlemle kısa vade teknik resim alt oluş aşağı baskı kapsam seviye geri çek ilk önem destek nokta ol izle sür endeks üzeri tut çaba ardından oluş yukarı atak yeniden yüksel potansiyel oluş direnç as gerek düşün dolayısıyla kısa vade hareket band ol aşama aralık al piyasa yeniden yüksel yön pozisyon al direnç as gerek düşün alt iş risk oluş göz ön bulun destek direnç,neg
dün oluş seans iç geri çek seviye bulun ara destek nokta üzeri karşıla başar borsa istanbul hafta ilk işlem gün oran değer artı gerçek gözlemle ön süreç bak iş seans iç geri çek seviye ilk önem destek nokta ol izle sür üzeri dengele başar hareket iş piyasa seviye hedefle yüksel eğilim devam getir diğer taraf aşağı yön alt nokta iş sen dönem düş esna kapa baz oldukça başarı destek ol çalış bölge ana destek nokta ol izle sür,neg
seans iç yüksel deneme zayıf kal piyasa aşağı baskı sür endeks kısa vade teknik yapı içeri kritik direnç nokta ol izle seviye oluş aşağı baskı devam et kapsam hafta ilk işlem gün oran değer kayıp gerçek bist endeks seans iç yukarı atak zayıf kal devam et gözlemle sen dönem hareket aralık ol al bant alt seviye testi et piyasa henüz kısa vade taban oluşum yönelik sinyal bulun kapsam gün içeri seviye önem ol düşün alt olası hareket iş hedef sat bak derin risk göz ön bulun piyasa yukarı atak ilk önem direnç nokta ol seviye al endeks sen iki işlem gün art sat baskı ardından tepki yüksel yönelik hareket oluş ara direnç as gerek,neg
ilk önem destek konum global piyasa sat baskı kapsam dün oluş seans iç geri çek ilk önem destek konum bulun üzeri dengele çalış gözlemle hafta sen işlem gün oluş geri çek destek önem koru düşün endeks üzeri dengele başar hareket piyasa bant yatay seyir oluş endeks zayıfla sinyal ardından yukarı atak yeniden güç kazan direnç as gerek durum endeks seviye hedefle yüksel hareket devam et alt olası hareket iş piyasa seviye yönelik baskı oluş göz ön bulun neden piyasa aşama etki ini sür zayıf seyir kapsam yeniden yüksel yön pozisyon al ara direnç as gerek destek direnç,neg
"sen dönem ana direnç ol izle seviye geç takiben sat seyir etki ol hisse senet piyasa UNK endeks hafta %4,78 kayıp tamamla gör ön süreç bak özellikle UNK vade teknik resim açı puan alt kal süreç oldukça kırılgan yapı iç hareket et ol UNK endeks günlük ortalama bulun bölge oldukça önemse teknik yapı olumlu yön dikkat değer toparla bahşet yeniden 1,400 rakam üzeri hız toparla yaşa gerek inan aksi hal özellikle de seviye alt mevcut sat baskı daha geniş süreç yay bölge hedefle risk bulun düşün",neg
"hafta sat seyir başla hisse senet piyasa UNK endeks gün %1,94 kayıp seviye tamamla gör bölge itibaren geçerli ol sat seyir ilave ol hafta baş global piyasa art risk kaç eğilim de etki hisse senet piyasa baskı devam et söyle paralel tl baz hem günlük üs ortalama hem de yüksel trend destek bulun bölge kadar geri çek piyasa teknik resim boz daha geniş süreç yay belirti destek bölge koru gerek düşün bölge üzeri kal hal piyasa öncelik ol üzere bölge doğru tepki yüksel çaba başla bekle ancak olası tepki direnç aş zorla hal yeniden sat karşılaş ihtimal yüksek gör böyle geliş hal tl baz ana destek bölge koru ihtimal azal usd baz ana destek konum usd UNK orta vade ana destek ol one çık bekle",neg
üzeri hareket tepki deneme oluş düşün endeks geç hafta seviye testi et tl baz zirve ardından başla aşağı yön düzel eğilim dün üzeri dengele çalış gözlemle endeks gün içeri yaşa hareket kapsam seviye ilk önem direnç nokta ol izle sen gün sat baskı ardından endeks tepki yüksel yönelik hareket oluş ara direnç as gerek düşün durum ilk etap ol üzere seviye hedefle yüksel deneme gündem gel aşağı yön bak iş seviye destek nokta ol izle sür üzeri dengele başar hareket iş tepki deneme sür düşün,neg
seans iç geri çek seviye bulun ara destek nokta üzeri karşıla başar borsa istanbul hafta ikinci işlem gün oran hafif değer artı gerçek gözlemle ön süreç bak iş seans iç geri çek seviye ilk önem destek nokta ol izle sür üzeri dengele başar hareket iş piyasa seviye hedefle yüksel eğilim devam getir diğer taraf aşağı yön alt nokta iş sen dönem düş esna kapa baz oldukça başarı destek ol çalış bölge ana destek nokta ol izle sür,neg
UNK düş trend sür endeks kısa vade teknik yapı içeri kritik direnç nokta ol izle seviye oluş UNK devam et kapsam hafta ikinci işlem gün oran değer kayıp gerçek bist endeks seans iç yukarı atak zayıf kal devam et gözlemle sen dönem yakın izle destek alt gerile gün puan tamamla piyasa henüz kısa vade taban oluşum yönelik sinyal bulun kapsam başarı yüksel deneme ardından devam et kısa vade düş trend içeri seviye yakın izle sür seans iç yukarı atak iş seviye artık ilk önem direnç nokta ol izle endeks sen gün art sat baskı ardından tepki yüksel yönelik hareket oluş ara direnç as gerek,neg
"hafta ilk gün tepki deneme one çık gör bölge ana direnç in aşıla takiben sen işlem gün yaklaşık %6 kayıp oluş hisse senet piyasa hafta ilk gün tepki alım etki ol gör gün sat seyir başla rağmen günlük ortalama bulun bölge doğru yaklaş tepki deneme in one çık piyasa UNK endeks kapa %0,54 art seviye yap gör ön süreç bak ise orta vade teknik resim yön üzeri tepki deneme güç eş et işlem hacim destek kritik faktör ol önem kazan söyle paralel öncelik ol üzere esas ol direnç bölge işlem hacim destek yeniden üzeri çık çıkıla yakın izle aşağı yön bak ise günlük ortalama bulun bölge artık yeni kritik destek hat özellik sergile bekle",neg
"sat seyir salı gün de etki ol devam et hisse senet piyasa bileşik endeks gün %0,45 kayıp seviye tamamla gör sen dönem yaşa gerile ardından salı gün hacim seyir de ol günlük üs ortalama bulun seviye alt kapa yap UNK endeks ön gün daha önem destek etraf karar hareket devam et düşün daha geniş süreç ise UNK vade önem sahip ol bölge destek koru hal piyasa öncelik ol üzere direnç doğru toparla çaba güç bekle diğer taraf tl baz önem destek konum 1,390 alt kal hareket oluş hal ise teknik resim boz daha geniş süreç yay aşağı bölge usd baz ana destek özellik aralık gündem gel bekle",neg
yukarı hareket ara direnç as gerek endeks geç hafta seviye testi et tl baz zirve ardından başla aşağı yön düzel eğilim üzeri dengele çalış gözlemle endeks gün içeri yaşa hareket kapsam seviye ilk önem direnç nokta ol izle sür sen gün sat baskı ardından endeks tepki yüksel yönelik hareket oluş ara direnç as gerek düşün durum ilk etap ol üzere seviye hedefle yüksel deneme gündem gel aşağı yön bak iş seviye destek nokta ol izle sür üzeri dengele başar hareket iş tepki deneme sür düşün,neg
aç yaşa yukarı hareket direnç bölge yaklaş yeniden aşağı baskı yarat piyasa devam et sat seyir birlikte dün oran değer kayıp gerçek ekim ay başla yukarı hareket sen geri al piyasa ara destek kır başla düzel hareket devam et gün içeri destek kır devam et aşağı baskı içeri alt nokta bant önem ol düşün mevcut geri çek bant tut kısa vade taban oluş çaba hareketlen endeks aşama devam et aşağı baskı içeri destek bant tut çaba yakın izle yukarı atak iş direnç bant önem koru piyasa yeniden yüksel eğilim oluş seviye as gerek destek direnç,neg
önce gün kapa doğru yaşa sat seyir ardından dün de aşağı baskı sür borsa istanbul gün sonunda oran değer kayıp gerçek gözlemle ön süreç bak iş seans iç geri çek seviye ilk önem destek nokta ol izle sür üzeri dengele başar hareket iş piyasa seviye hedefle yüksel eğilim devam getir diğer taraf seviye alt hareket iş piyasa aşağı baskı devam getir göz ön bulun durum iş aşağı yön alt nokta bulun sen dönem düş esna kapa baz oldukça başarı destek ol çalış bölge yönelik baskı etki sür,neg
tepki yüksel direnç asıl endeks kısa vade teknik yapı incele mart tarih direnç nokta başla aşağı hareket devam et gözlemle sen iki işlem gün yaşa seans iç sat baskı üzeri karşıla çalış piyasa çarşamba gün oran değer artı puan tamamla böylece sen dönem yaşa sat baskı kapsam taban oluşum yönelik ilk önem sinyal oluş düşün kapsam tepki alım sür çaba gün başla ol piyasa seans içeri seviye ilk önem direnç nokta ol izle endeks sen gün sat baskı ardından tepki yüksel yönelik hareket oluş ara direnç as gerek durum ilk etap ol üzere direnç hedefle yüksel gündem gel düşün geri çek iş ilk iş ana destek konum sür,neg
UNK teknik resim zirve nokta başla ara düzel hareket sür piyasa geç hafta devam et zayıf seyir içeri oran değer kayıp gerçek mayıs atatürk anma genç spor bayram tatil ol kısa işlem hafta ardından yeni hafta başla seviye ilk önem direnç nokta ol izle sür endeks üzeri yüksel deneme yeniden güç kazan ara direnç as gerek durum ilk etap ol üzere hedef direnç nokta testi et potansiyel gündem gel ancak endeks kısa vade yeni yüksel başla direnç as gerek aşağı ön bak iş seviye seans içeri önem ol düşün ara destek aşağı geç hareket iş endeks seviye bulun alt destek yönelik baskı oluş göz ön bulun destek direnç,neg
seviye itibaren etki ol sat seyir birlikte günlük ortalama bulun bölge kadar gerile hisse senet piyasa ilk ciddi tepki çaba dün itibar kendi göster söyle gün büyük bölüm üzeri yatay sıkışık seyir etki ol piyasa tepki yüksel özellikle seans sen bölüm etki ol gör ön süreç bak ise mevcut tepki çaba güç öncelik hafta baş düş oluş fiyat boşluk bulun seviye ardından seans iç grafik hareket ortalama topla seviye asıl gerek inan böyle durum yüksel çaba bölge önem direnç doğru güç kazan bekle diğer taraf ilk önem direnç ol izle seviye asma başar deneme ise yeniden sat karşılaş piyasa günlük ortalama bulun bölge doğru baskıla bekle,neg
yukarı hareket ara direnç as gerek endeks geç hafta seviye testi et tl baz zirve ardından başla aşağı yön düzel eğilim üzeri dengele çaba devam et gözlemle kapsam dün seans iç ilk önem direnç nokta ol izle seviye yukarı geç olumlu ol değer endeks gün içeri yaşa hareket kapsam seviye ilk önem direnç nokta ol izle direnç yukarı geç hareket piyasa ilk etap ol üzere seviye hedefle tepki süreç devam getir aşağı yön bak iş seviye ilk önem destek nokta ol al alt nokta iş üzeri dengele başar hareket tepki deneme sür düşün,neg
destek kır onayla zayıfla sinyal sen gün sert sat baskı dönüş piyasa dün oran değer kayıp gerçek gün iç yukarı atak zayıf kal gözlemle piyasa devam et sat baskı içeri destek bant yakın izle sür kapsam henüz taban oluşum yönelik sinyal bulun piyasa mevcut geri çek bant tut kısa vade taban oluş çaba hareket düşün endeks aşama devam et aşağı baskı içeri ilk önem direnç nokta ol seviye izle dolayısıyla piyasa sert sat seyir ar tepki süreç yönelik hareket oluş ara direnç as gerek UNK destek direnç,neg
